song_id;title;artist;date;peak_position;chord_progression;semitone_progression
124;Promises;Eric Clapton;1978-12-23;9;G:maj-D:maj/4-G:maj-D:maj/4-G:maj-D:maj-C:maj-G:maj-C:maj/5-D:maj-G:maj-C:maj-G:maj-D:maj-G:maj-C:maj-B:min-D:maj-C:maj-B:min-D:maj-G:maj-C:maj-G:maj-D:maj-G:maj-C:maj-G:maj/3-A:min7-G:maj-C:maj-G:maj/3-A:min7-G:maj-C:maj-B:min-D:maj-C:maj-B:min-D:maj-G:maj-C:maj-G:maj-D:maj-G:maj-C:maj-G:maj/3-A:min7-G:maj-C:maj-G:maj/3-A:min7-G:maj-C:maj-B:min-D:maj-C:maj-B:min-D:maj-C:maj-B:min-D:maj-C:maj-B:min-D:maj-C:maj-B:min-D:maj-C:maj-B:min;8-7-5-7-5-7-10-7-5-2-5-5-7-7-5-5-11-3-10-11-3-5-5-7-7-5-5-7-2-10-5-7-2-10-5-11-3-10-11-3-5-5-7-7-5-5-7-2-10-5-7-2-10-5-11-3-10-11-3-10-11-3-10-11-3-10-11-3-10-11
257;Shape Of Things To Come;Max Frost & The Troopers;1968-11-16;22;F:min-N-F:1/1-Ab:1/1-Bb:1/1-C:1/1-F:min-Ab:maj-Bb:maj-Db:maj-F:min-Ab:maj-Bb:maj-C:maj-F:min-C:min-F:min-Bb:maj-F:min-Ab:maj-Bb:maj/3-Db:maj-F:min-C:maj-F:min-Ab:maj-Bb:maj-Db:maj-F:min-Ab:maj-Bb:maj-C:maj-F:min-C:min-F:min-Bb:maj-F:min-Ab:maj-Bb:maj/3-Db:maj-F:min-Eb:maj-Ab:maj-Bb:maj-C:maj-F:min-Ab:maj-Bb:maj-Db:maj-F:min-Ab:maj-Bb:maj-C:maj-F:min-C:min-F:min-Bb:maj-F:min-Ab:maj-Bb:maj/3-Db:maj-F:min-Ab:maj-Bb:maj/3-Db:maj-F:min-Ab:maj-Bb:maj/3-Db:maj-F:min-Ab:maj-Bb:maj/3-Db:maj-F:min-N;6-6-6-3-2-2-5-3-2-3-4-3-2-2-5-7-5-5-7-3-2-3-4-7-5-3-2-3-4-3-2-2-5-7-5-5-7-3-2-3-4-10-5-2-2-5-3-2-3-4-3-2-2-5-7-5-5-7-3-2-3-4-3-2-3-4-3-2-3-4-3-2-3-4-6
637;Human Nature;Michael Jackson;1983-08-13;7;G:maj(9)-A:maj-F:maj9-E:min7(11)-G:maj(9)-A:maj-F:maj9-E:min7(11)-G:maj(9)-A:maj-G:maj(9)-A:maj-G:maj(9)-A:maj-G:maj(9)-A:maj-G:maj(9)-A:maj-G:maj(9)-A:maj-G:maj(9)-F#:min7-E:min9-A:maj-G:maj(9)-A:maj-G:maj(9)-A:maj-G:maj(9)-A:maj-G:maj(9)-A:maj-G:maj(9)-A:maj-G:maj(9)-A:maj-G:maj(9)-F#:min7-E:min9-A:maj-G:maj-A:maj-D:maj-G:maj-F#:min7-E:min7-B:min-G:maj-A:maj-D:maj-G:maj-F#:min7-E:min-A:maj-G:maj(9)-A:maj-G:maj(9)-A:maj-G:maj(9)-A:maj-G:maj(9)-A:maj-G:maj(9)-A:maj-G:maj(9)-A:maj-G:maj(9)-F#:min7-E:min9-A:maj-G:maj-A:maj-D:maj-G:maj-F#:min7-E:min7-B:min-G:maj-A:maj-D:maj-G:maj-F#:min7-E:min7-B:min-E:min-B:min-E:min-B:min-E:min7-A:sus4(b7,-G:maj(9)-A:maj-F:maj9-E:min7(11)-G:maj(9)-A:maj-F:maj9-E:min7(11)-G:maj(9)-A:maj-G:maj(9)-A:maj-G:maj(9)-A:maj-G:maj(9)-A:maj-G:maj(9)-A:maj-G:maj(9)-A:maj-G:maj(9)-F#:min7-E:min9-A:maj-G:maj-A:maj-D:maj-G:maj-F#:min7-E:min7-B:min-G:maj-A:maj-D:maj-G:maj-F#:min7-E:min7-D:maj7/5-G:maj-A:maj-D:maj-G:maj-F#:min7-E:min7-B:min-G:maj-A:maj-D:maj-G:maj-F#:min7-E:min7-D:maj7/5-G:maj-A:maj-D:maj-G:maj-F#:min7-E:min7-B:min-G:maj-A:maj-D:maj-G:maj-F#:min7-E:min7-A:sus4(b7,-G:maj(9)-A:maj-F:maj9-E:min7(11)-G:maj(9)-A:maj-F:maj9-E:min7(11)-G:maj(9)-A:maj-F:maj9-E:min7(11)-Bb:maj6(7,-N;8-2-8-11-3-2-8-11-3-2-10-2-10-2-10-2-10-2-10-2-10-11-10-5-10-2-10-2-10-2-10-2-10-2-10-2-10-11-10-5-10-2-5-5-11-10-7-8-2-5-5-11-10-5-10-2-10-2-10-2-10-2-10-2-10-2-10-11-10-5-10-2-5-5-11-10-7-8-2-5-5-11-10-7-5-7-5-7-5-5-10-2-8-11-3-2-8-11-3-2-10-2-10-2-10-2-10-2-10-2-10-11-10-5-10-2-5-5-11-10-7-8-2-5-5-11-10-10-5-2-5-5-11-10-7-8-2-5-5-11-10-10-5-2-5-5-11-10-7-8-2-5-5-11-10-5-10-2-8-11-3-2-8-11-3-2-8-11-6-1
946;I Second That Emotion;The Miracles;1968-01-20;4;A:maj-G:maj-D:maj-G:maj-A:maj-D:maj-G:maj-D:maj-G:maj-D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-G:maj-A:maj-D:maj-G:maj-D:maj-G:maj-D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-G:maj-D:maj-G:maj-D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-N;10-10-7-5-2-5-5-7-5-7-7-10-7-7-10-7-7-10-7-5-2-5-5-7-5-7-7-10-7-7-10-7-7-10-7-7-10-7-5-7-5-7-7-10-7-7-10-7-7-10-7-7-10-7-9
1267;Rock And Roll, Hoochie Koo;Rick Derringer;1974-02-23;23;F:maj-G:maj-A:maj-F:maj-C:maj-G:maj-A:maj-E:7-A:5-C:5-D:5-A:5-C:5-D:5-A:5-C:5-D:5-A:5-C:5-D:5-A:5-F:maj-G:maj-A:maj-F:maj-C:maj-G:maj-A:maj-F:maj-G:maj-A:maj-F:maj-C:maj-G:maj-A:maj-E:7-A:5-C:5-D:5-A:5-C:5-D:5-A:5-C:5-D:5-A:5-C:5-D:5-A:5-F:maj-G:maj-A:maj-F:maj-C:maj-G:maj-A:maj-F:maj-G:maj-A:maj-F:maj-C:maj-G:maj-A:maj-E:7-A:5-C:5-D:5-A:5-C:5-D:5-A:5-C:5-D:5-A:5-C:5-D:5-A:5-C:5-D:5-A:5-C:5-D:5-A:5-C:5-D:5-A:5-C:5-D:5-A:5-C:5-D:5-A:5-C:5-D:5-A:5-C:5-D:5-A:5-C:5-D:5-A:5-C:5-D:5-A:5-C:5-D:5-A:5-C:5-D:5-A:5-C:5-D:5-A:5-F:maj-G:maj-A:maj-F:maj-C:maj-G:maj-A:maj-F:maj-G:maj-A:maj-F:maj-C:maj-G:maj-A:maj-F:maj-G:maj-A:maj-F:maj-C:maj-G:maj-A:maj-F:maj-G:maj-A:maj-F:maj-C:maj-G:maj-A:maj-F:maj-G:maj-A:maj-F:maj-C:maj-G:maj-A:maj-F:maj-G:maj-N-A:5-N;6-2-2-8-7-7-2-7-5-3-2-7-3-2-7-3-2-7-3-2-7-8-2-2-8-7-7-2-8-2-2-8-7-7-2-7-5-3-2-7-3-2-7-3-2-7-3-2-7-8-2-2-8-7-7-2-8-2-2-8-7-7-2-7-5-3-2-7-3-2-7-3-2-7-3-2-7-3-2-7-3-2-7-3-2-7-3-2-7-3-2-7-3-2-7-3-2-7-3-2-7-3-2-7-3-2-7-3-2-7-3-2-7-8-2-2-8-7-7-2-8-2-2-8-7-7-2-8-2-2-8-7-7-2-8-2-2-8-7-7-2-8-2-2-8-7-7-2-8-2-4-10-2
819;Mercy Mercy Me (The Ecology);Marvin Gaye;1971-08-07;4;Bb:sus4(b7-B:sus4(b7)-E:maj7-C#:min7-F#:min7-B:sus4(b7)-E:maj7-C#:min7-F#:min7-B:sus4(b7)-E:maj7-C#:min7-F#:min7-B:sus4(b7)-E:maj7-C#:min7-F#:min7-B:sus4(b7)-E:maj7-C#:min7-F#:min7-B:sus4(b7)-F:maj7-D:min7-G:min7-C:sus4(b7)-F:min7-B:min7;11-1-5-9-5-5-5-9-5-5-5-9-5-5-5-9-5-5-5-9-5-5-6-9-5-5-5-6
910;Time For Me To Fly;REO Speedwagon;1980-07-05;56;D:maj-G:maj/5-A:maj/4-G:maj/5-D:maj-G:maj/5-A:maj/4-G:maj/5-D:maj-A:maj/3-G:maj6/3-D:maj-A:maj/3-G:maj6/3-D:maj-A:sus4-G:maj-D:maj-A:maj-G:maj-D:maj-G:maj-D:maj-G:maj-D:maj-A:maj-D:maj-G:maj-A:maj-G:maj-D:maj-G:maj-A:maj-G:maj-D:maj-A:sus4-G:maj-D:maj-A:sus4-G:maj-D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-G:maj-D:maj-G:maj-D:maj-A:maj-D:maj-G:maj-D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-G:maj-A:maj-G:maj-A:maj-D:maj-G:maj-A:sus4-D:maj-G:maj-D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-G:maj-A:sus4-G:maj-A:maj-G:maj-A:maj-D:maj-G:maj-A:maj-G:maj-D:maj-G:maj-A:maj-G:maj-D:maj-G:maj-A:maj-G:maj-D:maj-N;3-5-2-10-7-5-2-10-7-7-10-7-7-10-7-7-10-7-7-10-7-5-7-5-7-7-5-5-2-10-7-5-2-10-7-7-10-7-7-10-7-7-10-7-7-10-7-5-7-5-7-7-5-5-7-7-10-7-7-10-7-5-2-10-2-5-5-2-5-5-7-7-10-7-7-10-7-5-2-10-2-10-2-5-5-2-10-7-5-2-10-7-5-2-10-7-9
649;Stoned Love;The Supremes;1970-11-07;7;D:maj-B:min-E:min-D:maj-B:min-E:min-D:maj-B:min-E:min-D:maj-B:min-E:min-D:maj-B:min-E:min-D:maj-N-D:maj-B:min-E:min-D:maj-B:min-E:min-D:maj-B:min-E:min-D:maj-B:min-E:min-D:maj-B:min-E:min-D:maj-B:min-E:min-N-D:maj-B:min-E:min-D:maj-B:min-E:min-D:maj-F#:min-D:maj7-E:min-F#:min-D:maj7-E:min-N-D:maj-B:min-E:min-D:maj-B:min-E:min-D:maj-N-D:maj-B:min-E:min-D:maj-B:min-E:min-D:maj-B:min-E:min-N;3-9-5-10-9-5-10-9-5-10-9-5-10-9-5-10-9-3-9-5-10-9-5-10-9-5-10-9-5-10-9-5-10-9-5-7-3-9-5-10-9-5-10-4-8-2-2-8-2-7-3-9-5-10-9-5-10-9-3-9-5-10-9-5-10-9-5-7
425;See See Rider;LaVern Baker;1963-02-02;34;Db:7-Gb:7-Db:7-Ab:7-N-Db:7-Gb:7/5-Db:7-Ab:7-Gb:7-N-Db:7-Gb:7-Db:7-Ab:7-Db:7-Gb:7/5-Db:7-Ab:7-Gb:7-N-Db:7-Gb:7-Db:7-Ab:7-Db:maj-Gb:maj-Db:maj-Gb:maj-Db:maj-Gb:maj-Db:maj-Gb:maj-Db:maj-Gb:7-Db:maj-Gb:maj-Db:maj-Gb:maj-Db:maj-Ab:7-Gb:7-Db:maj-Gb:maj-Db:maj-Gb:maj-Db:maj-Gb:7/5-Db:7-Ab:7-Gb:7-N-Db:7-Gb:7-Db:7-Ab:7-Db:7-Gb:7/5-N;2-5-7-7-3-2-5-7-7-10-5-2-5-7-7-5-5-7-7-10-5-2-5-7-7-5-5-7-5-7-5-7-5-7-5-7-5-7-5-7-7-10-7-5-7-5-7-5-7-7-10-5-2-5-7-7-5-5-5
1020;Hey You! Get Off My Mountain;The Dramatics;1973-05-26;43;A:11-F#:min/b3-A:11-F#:min/b3-A:11-F#:min/b3-A:11-F#:min/b3-A:11-F#:min/b3-A:11-D:maj9-A:11-D:maj9-A:11-F#:min7-B:7-A:11-F#:min7-B:7-A:11-F#:min7-G:maj7-A:11-F#:min/b3-A:11-F#:min/b3-A:11-F#:min/b3-A:11-D:maj9-A:11-D:maj9-A:11-F#:min7-B:7-A:11-F#:min7-B:7-A:11-F#:min7-G:maj7-A:11-F#:min/b3-A:11-F#:min/b3-A:11-F#:min/b3-A:11-F#:min/b3-A:11-F#:min/b3-A:11-F#:min/b3-N;10-9-3-9-3-9-3-9-3-9-3-5-7-5-7-9-5-10-9-5-10-9-1-2-9-3-9-3-9-3-5-7-5-7-9-5-10-9-5-10-9-1-2-9-3-9-3-9-3-9-3-9-3-9-5
1146;Abraham, Martin And John;Dion;1968-11-16;4;E:maj-G#:min-F#:min7-A:maj-E:maj-B:sus4(b7,-A:maj/5-E:maj-G#:min7-F#:min7-A:maj-E:maj-F#:min7-G#:min7-B:7-C#:min-G#:min7-F#:sus4-A:maj-G#:min7-F#:min-B:maj-E:maj-B:9-A:maj-E:maj-G#:min7-F#:min7-A:maj-E:maj-F#:min7-G#:min7-B:7-C#:min-G#:min7-F#:sus4-A:maj-G#:min7-F#:min-B:maj-A:maj-E:maj-A:maj-E:maj-G#:min7-F#:min7-A:maj-E:maj-F#:min7-G#:min7-B:7-C#:min-G#:min7-F#:sus4-A:maj-G#:min7-F#:min-B:maj-A:maj-E:maj-A:maj-G#:min7-F#:sus4-A:maj-G#:min7-A:maj-G#:min7-F#:sus4-A:maj-F#:sus4-A:maj-E:maj-B:min7-D:maj-A:maj-G#:min7-F#:sus4(b7-B:sus4-E:maj-G#:min7-F#:min7-A:maj-E:maj-F#:min7-G#:min7-B:7-C#:min-G#:min7-F#:sus4-A:maj-G#:min7-F#:min-B:maj-C#:min-A:maj-E:maj-N;5-4-10-3-7-7-10-7-4-10-3-7-2-2-3-2-7-10-3-11-10-5-5-7-10-7-4-10-3-7-2-2-3-2-7-10-3-11-10-5-10-7-5-7-4-10-3-7-2-2-3-2-7-10-3-11-10-5-10-7-5-11-10-3-11-1-11-10-3-9-3-7-7-3-7-11-10-5-5-4-10-3-7-2-2-3-2-7-10-3-11-10-5-2-8-7-7
545;Redneck Friend;Jackson Browne;1973-10-20;85;E:maj-C#:min-E:maj-C#:min-A:maj-E:maj-A:maj-B:maj-E:maj-C#:min-E:maj-C#:min-A:maj-E:maj-A:maj-B:maj-E:maj-C#:min-E:maj-C#:min-A:maj-E:maj-A:maj-B:maj-A:maj-E:maj-B:maj-E:maj-A:maj-E:maj-B:maj-A:maj-E:maj-C#:min-E:maj-C#:min-A:maj-E:maj-A:maj-B:maj-A:maj-E:maj-B:maj-E:maj-A:maj-E:maj-B:maj-A:maj-E:maj-C#:min-E:maj-C#:min-A:maj-E:maj-A:maj-B:maj-A:maj-E:maj-B:maj-E:maj-A:maj-E:maj-B:maj-A:maj-E:maj-B:maj-A:maj-E:maj-B:maj-A:maj-E:maj-A:maj/3-C:7-B:7-E:7-N;5-9-3-9-8-7-5-2-5-9-3-9-8-7-5-2-5-9-3-9-8-7-5-2-10-7-7-5-5-7-7-10-7-9-3-9-8-7-5-2-10-7-7-5-5-7-7-10-7-9-3-9-8-7-5-2-10-7-7-5-5-7-7-10-7-7-10-7-7-10-7-5-3-11-5-7
260;She's A Lady;Tom Jones;1971-04-17;2;E:min-D:maj7-E:min-D:maj7-E:min-A:sus4(b7,-D:maj7-E:min-A:sus4(b7,-B:min-E:min-D:maj7-E:min-D:maj7-E:min-A:sus4(b7,-D:maj7-E:min-A:sus4(b7,-B:min-Bb:maj-F:maj/3-Eb:maj-Bb:maj-F:maj/3-Eb:maj-Bb:maj-F:maj/3-Eb:maj-Bb:maj-F:maj/3-Eb:maj-G:maj-A:maj-E:min-A:sus4(b7,-D:maj7-E:min-A:sus4(b7,-B:min-E:min-A:sus4(b7,-D:maj7-E:min-A:sus4(b7,-B:min-E:min-A:sus4(b7,-D:maj7-E:min-A:sus4(b7,-D:maj7-E:min-A:sus4(b7,-B:min;5-10-2-10-2-5-5-2-5-2-5-10-2-10-2-5-5-2-5-2-11-7-10-7-7-10-7-7-10-7-7-10-4-2-7-5-5-2-5-2-5-5-5-2-5-2-5-5-5-2-5-5-2-5-2
445;Old Days;Chicago;1975-05-03;5;E:min-D:min-F:maj-E:min-G:maj-E:min-D:min-F:maj-E:min-G:maj-C:maj-E:min7-F:maj6(9)-C:maj-D:min7-F:maj-G:7-C:maj-E:min7-F:maj6(9)-C:maj-D:min7-F:maj-G:7-D:min7-G:7-D:min7-G:7-D:min7-G:7-D:min7-E:sus4(b7)-A:min-E:7/3-G:maj6-D:7/3-A:min-E:7/3-G:maj6-D:7/3-F:maj-A:min7-F:maj-A:min7-D:min7-E:min7-F:maj-G:sus4(b7)-E:min-D:min-F:maj-E:min-G:maj-E:min-D:min-F:maj-E:min-G:maj-C:maj-E:min7-F:maj6(9)-C:maj-D:min7-F:maj-G:7-C:maj-E:min7-F:maj6(9)-C:maj-D:min7-F:maj-G:7-D:min7-G:7-D:min7-G:7-D:min7-G:7-D:min7-E:sus4(b7)-A:min-E:7/3-G:maj6-D:7/3-A:min-E:7/3-G:maj6-D:7/3-F:maj-E:min-G:maj-F:maj-E:min-G:maj-F:maj-E:min-G:maj-F:maj-E:min-G:maj-F:maj-E:min-G:maj-F:maj-E:min-G:maj-F:maj-E:min-G:maj-F:maj-E:min-G:maj-F:maj-E:min-G:maj-F:maj-E:min-G:maj-F:maj-E:min-G:maj-F:maj-E:min-G:maj-F:maj-E:min-G:maj-F:maj-E:min-G:maj-F:maj-E:min-G:maj-F:maj-E:min-G:maj-N;5-10-3-11-3-9-10-3-11-3-5-4-1-7-2-3-2-5-4-1-7-2-3-2-7-5-7-5-7-5-7-2-5-7-3-7-7-7-3-7-3-4-8-4-5-2-1-2-9-10-3-11-3-9-10-3-11-3-5-4-1-7-2-3-2-5-4-1-7-2-3-2-7-5-7-5-7-5-7-2-5-7-3-7-7-7-3-7-3-11-3-10-11-3-10-11-3-10-11-3-10-11-3-10-11-3-10-11-3-10-11-3-10-11-3-10-11-3-10-11-3-10-11-3-10-11-3-10-11-3-10-11-3-10-11-3-4
838;Surfin' Safari;The Beach Boys;1962-08-18;14;E:maj-D:maj-B:maj-E:maj-A:maj-D:maj-E:maj-A:maj-D:maj-E:maj-A:maj-D:maj-A:maj-E:maj-D:maj-B:maj-E:maj-A:maj-D:maj-E:maj-A:maj-D:maj-E:maj-A:maj-D:maj-A:maj-E:maj-D:maj-B:maj-E:maj-A:maj-D:maj-E:maj-A:maj-D:maj-E:maj-A:maj-D:maj-E:maj-A:maj-D:maj-E:maj-A:maj-D:maj-A:maj-E:maj-D:maj-B:maj-E:maj-A:maj-N;5-10-9-5-5-5-2-5-5-2-5-5-7-7-10-9-5-5-5-2-5-5-2-5-5-7-7-10-9-5-5-5-2-5-5-2-5-5-2-5-5-2-5-5-7-7-10-9-5-5-2
400;Woman To Woman;Shirley Brown;1975-01-25;22;Eb:maj7-C:min-Eb:maj7-C:min-Eb:maj7-C:min-Eb:maj7-C:min-Eb:maj7-C:min-Eb:maj7-C:min-Eb:maj7-C:min-Eb:maj7-C:min-Eb:maj7-C:min-Eb:maj7-C:min-Eb:maj7-C:min-Bb:sus4(b7-Eb:maj7-Ab:maj7-Eb:maj7-C:min-Bb:min-Ab:maj-Eb:maj7-Ab:maj7-Eb:maj7-Bb:sus4(b7-Eb:maj7-Ab:maj7-Eb:maj7-Ab:maj7-Eb:maj7-Ab:maj7-Eb:maj7-Bb:sus4(b7-Eb:maj7-Ab:maj7-Eb:maj7-C:min-Bb:min-Ab:maj-Eb:maj7-Ab:maj7-Eb:maj7-Bb:sus4(b7-Eb:maj7-Ab:maj7-Eb:maj7-C:min-Bb:min-Ab:maj-Eb:maj7-Ab:maj7-Eb:maj7-C:min-Bb:min-Ab:maj-Eb:maj7-Ab:maj7-N;4-9-3-9-3-9-3-9-3-9-3-9-3-9-3-9-3-9-3-9-3-9-10-5-5-7-9-10-10-7-5-7-7-5-5-7-5-7-5-7-7-5-5-7-9-10-10-7-5-7-7-5-5-7-9-10-10-7-5-7-9-10-10-7-5-3
1183;Private Dancer;Tina Turner;1985-04-27;7;E:min9-D:maj7-C:maj9-D:maj7-E:min9-D:maj7-C:maj9-D:maj7-E:min9-D:maj7-C:maj9-D:maj7-E:min9-D:maj7-C:maj9-D:maj7-E:min9-D:maj7-C:maj9-D:maj7-E:min9-D:maj7-C:maj9-D:maj7-E:min7-B:min-C:maj7-E:min7-B:min7-A:min7-D:sus4(b7)-E:min7-B:min-C:maj7-E:min7-B:min7-A:min7-D:sus4(b7)-E:min7-B:min-C:maj7-E:min7-B:min7-A:min7-D:sus4(b7)-E:min7-B:min-C:maj7-E:min7-B:min7-A:min7-D:sus4(b7)-G:sus4(9)-E:min7(11)-D:sus4-F:maj9-F#:hdim7-A:7/b7-C:9-E:min7-B:min-C:maj7-E:min7-B:min7-A:min7-D:sus4(b7)-E:min7-B:min-C:maj7-E:min7-B:min7-A:min7-D:sus4(b7)-E:min7-B:min-C:maj7-E:min7-B:min7-A:min7-D:sus4(b7)-E:min7-B:min-C:maj7-E:min7-B:min7-A:min7-D:sus4(b7)-G:sus4(9)-E:min7(11)-D:sus4-F:maj9-F#:hdim7-B:7-E:min7-D:sus4(b7,-G:sus4(9)-E:min7(11)-D:sus4-F:maj9-F#:hdim7-A:7/b7-C:9-E:min7(11)-A:9-C#:dim-C:7-B:7(b13)-E:min9-D:maj7/2-C:maj9/3-D:maj7-E:min9-D:maj7/2-C:maj9/3-D:maj7-E:min9-D:maj7/2-C:maj9/3-D:maj7-E:min9-D:maj7/2-C:maj9/3-D:maj7-E:min9-D:maj7/2-C:maj9/3-D:maj7-E:min9-D:maj7/2-C:maj9/3-D:maj7-E:min9-D:maj7/2-C:maj9/3-D:maj7-E:min9-D:maj7/2-C:maj9/3-D:maj7-E:min9-D:maj7/2-C:maj9/3-D:maj7-E:min9-D:maj7/2-C:maj9/3-D:maj7-E:min9-D:maj7/2-C:maj9/3-D:maj7-E:min9-D:maj7/2-C:maj9/3-D:sus4(b7)-G:sus4(9)-E:min7(11)-D:sus4-F:maj9-F#:hdim7-A:7/b7-C:9-E:min7(11)-B:min-C:maj7-E:min7-B:min7-A:min7-D:sus4(b7)-E:min7-B:min-C:maj7-E:min7-B:min7-A:min7-D:sus4(b7)-E:min7-B:min-C:maj7-E:min7-B:min7-A:min7-D:sus4(b7)-E:min7-B:min-C:maj7-E:min7-B:min7-A:min7-D:sus4(b7)-G:sus4(9)-E:min7(11)-D:sus4-F:maj9-F#:hdim7-B:7-E:min7-D:sus4(b7,-G:sus4(9)-E:min7(11)-D:sus4-F:maj9-F#:hdim7-B:7-E:min7-D:sus4(b7,-G:sus4(9)-E:min7(11)-D:sus4-F:maj9-F#:hdim7-B:7-E:min7-D:sus4(b7,-G:sus4(9)-E:min7(11)-D:sus4-F:maj9-F#:hdim7-B:7-E:min7-D:sus4(b7,-G:sus4(9)-E:min7(11)-D:sus4-F:maj9-F#:hdim7-B:7-E:min7-D:sus4(b7,-G:sus4(9)-E:min7(11)-N;5-10-10-2-2-10-10-2-2-10-10-2-2-10-10-2-2-10-10-2-2-10-10-2-2-7-1-4-7-10-5-2-7-1-4-7-10-5-2-7-1-4-7-10-5-2-7-1-4-7-10-5-5-9-10-3-1-3-3-4-7-1-4-7-10-5-2-7-1-4-7-10-5-2-7-1-4-7-10-5-2-7-1-4-7-10-5-5-9-10-3-1-5-5-10-5-9-10-3-1-3-3-4-5-4-11-11-5-10-10-2-2-10-10-2-2-10-10-2-2-10-10-2-2-10-10-2-2-10-10-2-2-10-10-2-2-10-10-2-2-10-10-2-2-10-10-2-2-10-10-2-2-10-10-2-5-9-10-3-1-3-3-4-7-1-4-7-10-5-2-7-1-4-7-10-5-2-7-1-4-7-10-5-2-7-1-4-7-10-5-5-9-10-3-1-5-5-10-5-9-10-3-1-5-5-10-5-9-10-3-1-5-5-10-5-9-10-3-1-5-5-10-5-9-10-3-1-5-5-10-5-9-7
141;Shock The Monkey;Peter Gabriel;1982-12-04;29;D:min-C:maj-D:min-C:maj-D:min-C:5-D:min-C:5-D:min-C:maj-Bb:maj-C:sus4-D:min-C:5-D:min-C:sus4-D:min-C:maj-Bb:maj-C:maj-D:min-F:maj-A:min/5-D:min7-F:maj-A:min/5-D:min7-F:maj-A:min/5-D:min-N;3-10-2-10-2-10-2-10-2-10-10-2-2-10-2-10-2-10-10-2-2-3-4-5-3-4-5-3-4-5-9
848;Liar, Liar;The Castaways;1965-10-09;12;C:maj-G:min-F:maj-C:maj-G:min-F:maj-C:maj-G:min-F:maj-C:maj-G:min-F:maj-C:maj-G:min-F:maj-C:maj-G:min-F:maj-C:maj-G:min-F:maj-C:maj-G:min-F:maj-C:maj-Ab:maj-G:maj-F:maj-C:maj-G:min-F:maj-C:maj-G:min-F:maj-C:maj-G:min-F:maj-C:maj-G:min-F:maj-C:maj-Ab:maj-G:maj-F:maj-X-C:maj-G:min-F:maj-C:maj-G:min-F:maj-C:maj-G:min-F:maj-C:maj-G:min-F:maj-C:maj-G:min-F:maj-C:maj-G:min-F:maj-C:maj-G:min-F:maj-C:maj-G:min-F:maj-C:maj-Ab:maj-G:maj-F:maj-C:maj-G:min-F:maj-C:maj-G:min-F:maj-C:maj-G:min-F:maj-C:maj-G:min-F:maj-C:maj-Ab:maj-G:maj-F:maj-C:maj-G:min-F:maj-C:maj-G:min-F:maj-C:maj-G:min-F:maj-C:maj-G:min-F:maj-C:maj-N;1-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-8-11-10-7-7-10-7-7-10-7-7-10-7-7-10-7-8-11-10-6-1-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-8-11-10-7-7-10-7-7-10-7-7-10-7-7-10-7-8-11-10-7-7-10-7-7-10-7-7-10-7-7-10-7-11
1139;Are You Sure Hank Done It This Way;Waylon Jennings;1975-10-11;60;B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-N;12-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7
